,x,y,z,t,activity
16399,0.39,-0.46,0.14,669372,Walking
16400,0.37,-0.39,0.15,669412,Walking
16401,0.32,-0.39,0.1,669453,Walking
16402,0.48,-0.66,0.1,669493,Walking
16403,0.62,-0.95,0.09,669533,Walking
16404,0.61,-1.18,0.09,669574,Walking
16405,0.59,-1.32,0.1,669614,Walking
16406,0.6,-1.41,0.11,669654,Walking
16407,0.62,-1.31,0.11,669694,Walking
16408,0.5,-1.36,0.07,669734,Walking
16409,0.43,-1.34,0.03,669774,Walking
16410,0.29,-0.97,-0.03,669815,Walking
16411,0.3,-0.6,0.01,669855,Walking
16412,0.3,-0.47,0.04,669896,Walking
16413,0.25,-0.61,0.07,669936,Walking
16414,0.2,-0.78,0.01,669976,Walking
16415,0.21,-1.14,0.03,670017,Walking
16416,0.26,-1.39,0.04,670057,Walking
16417,0.37,-1.18,0.08,670097,Walking
16418,0.38,-1.17,0.05,670137,Walking
16419,0.45,-0.94,0.12,670178,Walking
16420,0.49,-1.17,0.12,670218,Walking
16421,0.4,-1.14,0.1,670259,Walking
16422,0.36,-0.64,0.11,670299,Walking
16423,0.41,-0.34,0.15,670339,Walking
16424,0.33,-0.28,0.11,670379,Walking
16425,0.32,-0.37,0.08,670419,Walking
16426,0.45,-0.64,0.06,670459,Walking
16427,0.59,-1.07,0.07,670500,Walking
16428,0.58,-1.26,0.07,670540,Walking
16429,0.61,-1.36,0.12,670580,Walking
16430,0.62,-1.49,0.16,670621,Walking
16431,0.5,-1.32,0.13,670661,Walking
16432,0.43,-1.37,0.09,670701,Walking
16433,0.35,-1.39,0.06,670742,Walking
16434,0.24,-0.89,0.02,670782,Walking
16435,0.27,-0.55,0.07,670822,Walking
16436,0.25,-0.47,0.06,670863,Walking
16437,0.17,-0.7,0.06,670903,Walking
16438,0.1,-0.91,-0.01,670943,Walking
16439,0.16,-1.32,-0.04,670984,Walking
16440,0.24,-1.25,-0.01,671025,Walking
16441,0.38,-1.07,0.05,671065,Walking
16442,0.35,-1.08,0.05,671106,Walking
16443,0.41,-1.13,0.1,671148,Walking
16444,0.39,-1.29,0.08,671188,Walking
16445,0.36,-1.04,0.06,671228,Walking
16446,0.37,-0.59,0.11,671269,Walking
16447,0.36,-0.41,0.09,671309,Walking
16448,0.32,-0.37,0.05,671350,Walking
16449,0.4,-0.53,0.05,671390,Walking
16450,0.5,-0.79,0.07,671431,Walking
16451,0.52,-0.99,0.08,671472,Walking
16452,0.54,-1.26,0.12,671512,Walking
16453,0.51,-1.31,0.1,671553,Walking
16454,0.6,-1.35,0.12,671593,Walking
16455,0.55,-1.23,0.07,671634,Walking
16456,0.46,-1.55,0.05,671674,Walking
16457,0.29,-1.46,-0.04,671715,Walking
16458,0.25,-0.89,-0.02,671756,Walking
16459,0.28,-0.54,0.02,671796,Walking
16460,0.23,-0.45,0.03,671837,Walking
16461,0.18,-0.63,0.03,671877,Walking
16462,0.16,-0.84,-0.0,671918,Walking
16463,0.25,-1.22,-0.03,671959,Walking
16464,0.3,-1.32,-0.05,672001,Walking
16465,0.39,-1.07,0.04,672041,Walking
16466,0.35,-0.94,0.05,672082,Walking
16467,0.37,-0.93,0.08,672122,Walking
16468,0.42,-1.29,0.09,672163,Walking
16469,0.38,-1.19,0.06,672203,Walking
16470,0.4,-0.77,0.12,672244,Walking
16471,0.48,-0.52,0.14,672284,Walking
16472,0.39,-0.49,0.09,672324,Walking
16473,0.38,-0.6,0.08,672365,Walking
16474,0.5,-0.82,0.08,672405,Walking
16475,0.55,-0.96,0.11,672446,Walking
16476,0.53,-1.25,0.1,672486,Walking
16477,0.53,-1.28,0.09,672527,Walking
16478,0.64,-1.39,0.12,672567,Walking
16479,0.56,-1.28,0.08,672608,Walking
16480,0.47,-1.43,0.01,672649,Walking
16481,0.4,-1.4,0.01,672689,Walking
16482,0.23,-0.89,-0.02,672729,Walking
16483,0.26,-0.55,0.01,672770,Walking
16484,0.29,-0.5,0.02,672812,Walking
16485,0.24,-0.72,0.02,672852,Walking
16486,0.2,-0.95,-0.01,672892,Walking
16487,0.21,-1.16,-0.03,672933,Walking
16488,0.31,-1.22,0.01,672974,Walking
16489,0.38,-1.04,0.01,673014,Walking
16490,0.41,-1.0,0.02,673055,Walking
16491,0.51,-1.05,0.07,673095,Walking
16492,0.47,-1.32,0.08,673136,Walking
16493,0.41,-1.02,0.07,673176,Walking
16494,0.39,-0.56,0.11,673217,Walking
16495,0.38,-0.35,0.15,673257,Walking
16496,0.34,-0.34,0.1,673297,Walking
16497,0.44,-0.42,0.09,673338,Walking
16498,0.56,-0.71,0.07,673378,Walking
16499,0.61,-1.08,0.07,673419,Walking
16500,0.62,-1.32,0.06,673459,Walking
16501,0.63,-1.33,0.07,673500,Walking
16502,0.66,-1.34,0.09,673540,Walking
16503,0.57,-1.26,0.05,673580,Walking
16504,0.49,-1.41,0.0,673620,Walking
16505,0.37,-1.29,-0.02,673660,Walking
16506,0.29,-0.78,-0.02,673701,Walking
16507,0.31,-0.46,0.03,673742,Walking
16508,0.28,-0.42,0.05,673782,Walking
16509,0.22,-0.63,0.03,673822,Walking
16510,0.23,-0.99,0.02,673863,Walking
16511,0.27,-1.32,-0.02,673904,Walking
16512,0.28,-1.33,-0.0,673945,Walking
16513,0.38,-1.28,0.02,673986,Walking
16514,0.31,-1.09,0.02,674026,Walking
16515,0.4,-1.15,0.09,674066,Walking
16516,0.34,-1.39,0.09,674107,Walking
16517,0.32,-0.89,0.08,674147,Walking
16518,0.32,-0.43,0.13,674188,Walking
16519,0.26,-0.27,0.13,674228,Walking
16520,0.26,-0.25,0.1,674269,Walking
16521,0.37,-0.39,0.07,674309,Walking
16522,0.57,-0.71,0.04,674350,Walking
16523,0.72,-1.18,0.04,674390,Walking
16524,0.64,-1.3,0.04,674432,Walking
16525,0.7,-1.38,0.06,674472,Walking
16526,0.71,-1.3,0.1,674512,Walking
16527,0.63,-1.23,0.07,674553,Walking
16528,0.52,-1.46,0.01,674593,Walking
16529,0.37,-1.2,-0.04,674634,Walking
16530,0.32,-0.71,-0.01,674675,Walking
16531,0.31,-0.46,0.04,674715,Walking
16532,0.27,-0.48,0.04,674756,Walking
16533,0.23,-0.67,0.04,674796,Walking
16534,0.22,-0.98,0.01,674837,Walking
16535,0.27,-1.24,0.01,674877,Walking
16536,0.33,-1.16,0.02,674918,Walking
16537,0.4,-1.26,0.01,674958,Walking
16538,0.39,-1.05,0.04,674999,Walking
16539,0.49,-1.17,0.12,675039,Walking
16540,0.39,-1.21,0.1,675080,Walking
16541,0.27,-0.85,0.05,675121,Walking
16542,0.31,-0.44,0.05,675161,Walking
16543,0.37,-0.35,0.07,675202,Walking
16544,0.34,-0.42,0.03,675244,Walking
16545,0.44,-0.59,0.04,675284,Walking
16546,0.55,-0.85,0.04,675324,Walking
16547,0.61,-1.15,0.04,675365,Walking
16548,0.6,-1.22,0.05,675405,Walking
16549,0.62,-1.44,0.03,675445,Walking
16550,0.68,-1.27,0.09,675486,Walking
16551,0.56,-1.37,0.07,675527,Walking
16552,0.46,-1.46,0.01,675567,Walking
16553,0.35,-1.05,0.0,675608,Walking
16554,0.32,-0.64,0.02,675648,Walking
16555,0.3,-0.54,0.04,675688,Walking
16556,0.25,-0.53,0.02,675729,Walking
16557,0.28,-0.66,0.03,675769,Walking
16558,0.29,-0.92,-0.02,675810,Walking
16559,0.33,-1.21,-0.04,675851,Walking
16560,0.36,-1.26,-0.0,675891,Walking
16561,0.36,-1.17,0.03,675932,Walking
16562,0.3,-1.04,0.04,675973,Walking
16563,0.34,-1.05,0.04,676013,Walking
16564,0.37,-1.2,0.06,676054,Walking
16565,0.34,-0.9,0.06,676096,Walking
16566,0.3,-0.55,0.1,676136,Walking
16567,0.25,-0.38,0.1,676176,Walking
16568,0.27,-0.33,0.07,676216,Walking
16569,0.37,-0.39,0.06,676257,Walking
16570,0.55,-0.61,0.03,676297,Walking
16571,0.66,-1.04,0.04,676338,Walking
16572,0.68,-1.28,0.05,676378,Walking
16573,0.61,-1.13,0.12,676418,Walking
16574,0.69,-1.32,0.13,676459,Walking
16575,0.68,-1.29,0.12,676499,Walking
16576,0.6,-1.58,0.03,676539,Walking
16577,0.5,-1.54,-0.03,676580,Walking
16578,0.36,-0.93,-0.03,676620,Walking
16579,0.35,-0.55,0.02,676661,Walking
16580,0.31,-0.42,0.05,676701,Walking
16581,0.25,-0.58,0.05,676742,Walking
16582,0.2,-0.8,0.01,676782,Walking
16583,0.3,-1.18,0.03,676822,Walking
16584,0.3,-1.24,-0.02,676862,Walking
16585,0.42,-1.18,0.04,676902,Walking
16586,0.37,-1.11,-0.01,676943,Walking
16587,0.47,-1.16,0.08,676983,Walking
16588,0.4,-1.38,0.08,677023,Walking
16589,0.32,-1.0,0.04,677064,Walking
16590,0.34,-0.54,0.11,677104,Walking
16591,0.32,-0.32,0.13,677144,Walking
16592,0.25,-0.29,0.07,677185,Walking
16593,0.39,-0.44,0.07,677225,Walking
16594,0.6,-0.72,0.07,677265,Walking
16595,0.66,-1.11,0.06,677306,Walking
16596,0.65,-1.27,0.08,677346,Walking
16597,0.71,-1.39,0.09,677386,Walking
16598,0.75,-1.33,0.13,677427,Walking
16599,0.61,-1.3,0.07,677467,Walking
16600,0.55,-1.46,0.04,677507,Walking
16601,0.39,-1.2,0.01,677548,Walking
16602,0.31,-0.7,0.02,677590,Walking
16603,0.3,-0.48,0.02,677630,Walking
16604,0.28,-0.55,0.03,677670,Walking
16605,0.23,-0.68,0.02,677710,Walking
16606,0.23,-0.93,-0.01,677751,Walking
16607,0.32,-1.21,0.0,677791,Walking
16608,0.39,-1.12,0.04,677832,Walking
16609,0.47,-1.12,0.07,677872,Walking
16610,0.45,-1.03,0.09,677912,Walking
16611,0.56,-1.16,0.12,677953,Walking
16612,0.5,-1.1,0.08,677993,Walking
16613,0.41,-0.8,0.07,678034,Walking
16614,0.36,-0.46,0.09,678074,Walking
16615,0.32,-0.29,0.1,678115,Walking
16616,0.37,-0.3,0.07,678155,Walking
16617,0.47,-0.48,0.05,678196,Walking
16618,0.64,-0.8,0.06,678236,Walking
16619,0.67,-1.17,0.06,678277,Walking
16620,0.61,-1.26,0.04,678317,Walking
16621,0.67,-1.43,0.05,678358,Walking
16622,0.72,-1.28,0.09,678400,Walking
16623,0.55,-1.38,0.06,678440,Walking
16624,0.46,-1.46,0.02,678480,Walking
16625,0.37,-1.05,-0.01,678521,Walking
16626,0.29,-0.7,0.02,678561,Walking
16627,0.28,-0.5,0.05,678602,Walking
16628,0.25,-0.59,0.05,678642,Walking
16629,0.21,-0.79,0.02,678683,Walking
16630,0.27,-1.08,0.01,678723,Walking
16631,0.31,-1.26,-0.0,678764,Walking
16632,0.37,-1.08,0.05,678805,Walking
16633,0.41,-1.07,0.05,678845,Walking
16634,0.4,-0.99,0.04,678886,Walking
16635,0.49,-1.18,0.05,678926,Walking
16636,0.43,-1.2,0.05,678967,Walking
16637,0.34,-0.74,0.08,679007,Walking
16638,0.33,-0.39,0.13,679048,Walking
16639,0.3,-0.29,0.12,679088,Walking
16640,0.34,-0.38,0.09,679129,Walking
16641,0.52,-0.61,0.07,679169,Walking
16642,0.71,-0.9,0.09,679209,Walking
16643,0.7,-1.29,0.09,679249,Walking
16644,0.61,-1.21,0.09,679290,Walking
16645,0.71,-1.35,0.09,679330,Walking
16646,0.7,-1.25,0.07,679371,Walking
16647,0.59,-1.39,0.02,679411,Walking
16648,0.53,-1.45,0.01,679452,Walking
16649,0.37,-1.02,-0.01,679492,Walking
16650,0.32,-0.61,0.02,679533,Walking
16651,0.28,-0.51,0.04,679573,Walking
16652,0.23,-0.55,0.04,679614,Walking
16653,0.25,-0.79,0.03,679654,Walking
16654,0.28,-1.07,0.01,679695,Walking
16655,0.32,-1.34,0.01,679735,Walking
16656,0.42,-1.09,0.04,679776,Walking
16657,0.45,-1.14,0.02,679816,Walking
16658,0.45,-1.02,0.04,679857,Walking
16659,0.49,-1.22,0.05,679897,Walking
16660,0.43,-1.1,0.05,679938,Walking
16661,0.37,-0.63,0.11,679980,Walking
16662,0.34,-0.33,0.11,680020,Walking
16663,0.34,-0.29,0.09,680061,Walking
16664,0.41,-0.41,0.07,680101,Walking
16665,0.63,-0.72,0.1,680141,Walking
16666,0.69,-1.02,0.1,680182,Walking
16667,0.62,-1.39,0.07,680222,Walking
16668,0.61,-1.32,0.06,680263,Walking
16669,0.74,-1.2,0.1,680303,Walking
16670,0.66,-1.19,0.11,680344,Walking
16671,0.48,-1.39,0.04,680384,Walking
16672,0.41,-1.29,0.03,680424,Walking
16673,0.29,-0.9,-0.01,680465,Walking
16674,0.28,-0.58,0.0,680505,Walking
16675,0.3,-0.57,0.02,680546,Walking
16676,0.25,-0.66,0.02,680586,Walking
16677,0.26,-0.95,0.02,680627,Walking
16678,0.27,-1.28,0.01,680667,Walking
16679,0.3,-1.27,0.01,680708,Walking
16680,0.43,-1.07,0.05,680748,Walking
16681,0.39,-0.97,0.04,680788,Walking
16682,0.41,-0.91,0.07,680828,Walking
16683,0.51,-1.18,0.07,680869,Walking
16684,0.42,-0.96,0.06,680909,Walking
16685,0.36,-0.58,0.09,680949,Walking
16686,0.34,-0.35,0.12,680990,Walking
16687,0.33,-0.31,0.1,681030,Walking
16688,0.4,-0.42,0.08,681071,Walking
16689,0.59,-0.72,0.08,681111,Walking
16690,0.66,-1.03,0.07,681152,Walking
16691,0.66,-1.28,0.09,681192,Walking
16692,0.64,-1.37,0.05,681233,Walking
16693,0.75,-1.37,0.11,681274,Walking
16694,0.59,-1.21,0.06,681314,Walking
16695,0.53,-1.32,0.05,681355,Walking
16696,0.41,-1.24,0.0,681395,Walking
16697,0.29,-0.8,0.0,681436,Walking
16698,0.29,-0.55,0.02,681476,Walking
16699,0.32,-0.54,0.04,681517,Walking
16700,0.28,-0.68,0.01,681559,Walking
16701,0.29,-1.01,0.0,681601,Walking
16702,0.29,-1.2,-0.01,681641,Walking
16703,0.36,-1.15,0.02,681682,Walking
16704,0.46,-1.05,0.08,681722,Walking
16705,0.38,-1.05,0.07,681763,Walking
16706,0.44,-1.09,0.09,681803,Walking
16707,0.5,-1.21,0.07,681844,Walking
16708,0.4,-0.88,0.04,681884,Walking
16709,0.38,-0.5,0.09,681925,Walking
16710,0.39,-0.35,0.11,681965,Walking
16711,0.36,-0.39,0.07,682006,Walking
16712,0.49,-0.5,0.05,682046,Walking
16713,0.65,-0.76,0.05,682086,Walking
16714,0.69,-1.09,0.04,682127,Walking
16715,0.62,-1.2,0.06,682167,Walking
16716,0.71,-1.45,0.05,682208,Walking
16717,0.77,-1.34,0.1,682248,Walking
16718,0.55,-1.29,0.05,682289,Walking
16719,0.55,-1.28,0.0,682329,Walking
16720,0.39,-1.07,-0.02,682370,Walking
16721,0.32,-0.65,0.01,682411,Walking
16722,0.32,-0.45,0.02,682452,Walking
16723,0.29,-0.55,0.02,682493,Walking
16724,0.27,-0.75,-0.0,682534,Walking
16725,0.31,-1.12,0.0,682574,Walking
16726,0.32,-1.27,-0.01,682615,Walking
16727,0.39,-1.13,0.02,682656,Walking
16728,0.4,-1.17,0.0,682696,Walking
16729,0.41,-0.98,0.06,682736,Walking
16730,0.45,-1.2,0.07,682777,Walking
16731,0.32,-1.18,0.06,682818,Walking
16732,0.31,-0.71,0.06,682858,Walking
16733,0.32,-0.44,0.08,682898,Walking
16734,0.27,-0.37,0.06,682939,Walking
16735,0.34,-0.42,0.03,682979,Walking
16736,0.53,-0.62,0.03,683019,Walking
16737,0.67,-0.94,0.05,683059,Walking
16738,0.7,-1.2,0.04,683100,Walking
16739,0.62,-1.37,0.07,683140,Walking
16740,0.72,-1.4,0.1,683181,Walking
16741,0.67,-1.23,0.08,683223,Walking
16742,0.51,-1.37,0.02,683265,Walking
16743,0.44,-1.28,-0.0,683305,Walking
16744,0.33,-0.84,-0.01,683345,Walking
16745,0.31,-0.55,0.01,683386,Walking
16746,0.32,-0.48,0.03,683426,Walking
16747,0.31,-0.68,0.04,683467,Walking
16748,0.29,-0.93,0.0,683507,Walking
16749,0.34,-1.29,-0.0,683547,Walking
16750,0.37,-1.25,-0.01,683588,Walking
16751,0.5,-1.01,0.06,683628,Walking
16752,0.43,-0.92,0.06,683669,Walking
16753,0.44,-0.95,0.07,683710,Walking
16754,0.52,-1.2,0.06,683750,Walking
16755,0.45,-0.89,0.03,683790,Walking
16756,0.4,-0.48,0.07,683831,Walking
16757,0.35,-0.32,0.09,683872,Walking
16758,0.29,-0.34,0.05,683913,Walking
16759,0.41,-0.52,0.05,683953,Walking
16760,0.62,-0.83,0.05,683994,Walking
16761,0.66,-1.15,0.05,684034,Walking
16762,0.64,-1.27,0.07,684076,Walking
16763,0.65,-1.31,0.1,684116,Walking
16764,0.73,-1.24,0.13,684156,Walking
16765,0.71,-1.26,0.11,684197,Walking
16766,0.61,-1.47,0.04,684237,Walking
16767,0.5,-1.23,0.01,684277,Walking
16768,0.39,-0.8,0.0,684317,Walking
16769,0.35,-0.53,0.05,684358,Walking
16770,0.34,-0.46,0.04,684398,Walking
16771,0.3,-0.66,0.02,684438,Walking
16772,0.31,-0.88,-0.0,684479,Walking
16773,0.35,-1.16,0.0,684519,Walking
16774,0.39,-1.14,0.02,684560,Walking
16775,0.47,-1.02,0.09,684600,Walking
16776,0.42,-1.04,0.09,684640,Walking
16777,0.42,-1.0,0.1,684681,Walking
16778,0.5,-1.07,0.08,684721,Walking
16779,0.49,-0.9,0.06,684761,Walking
16780,0.49,-0.6,0.09,684802,Walking
16781,0.43,-0.41,0.1,684844,Walking
16782,0.46,-0.38,0.06,684884,Walking
16783,0.56,-0.49,0.05,684924,Walking
16784,0.69,-0.73,0.05,684965,Walking
16785,0.75,-1.02,0.05,685006,Walking
16786,0.8,-1.26,0.09,685046,Walking
16787,0.75,-1.27,0.09,685087,Walking
16788,0.81,-1.14,0.13,685127,Walking
16789,0.74,-1.21,0.1,685168,Walking
16790,0.64,-1.39,0.04,685208,Walking
16791,0.54,-1.25,-0.0,685249,Walking
16792,0.42,-0.86,-0.0,685290,Walking
16793,0.35,-0.55,0.03,685330,Walking
16794,0.3,-0.41,0.04,685371,Walking
16795,0.27,-0.54,0.03,685411,Walking
16796,0.31,-0.78,0.03,685452,Walking
16797,0.32,-1.07,0.01,685492,Walking
16798,0.34,-1.12,0.02,685533,Walking
16799,0.47,-1.14,0.06,685573,Walking
16800,0.44,-1.16,0.06,685614,Walking
16801,0.55,-1.16,0.12,685654,Walking
16802,0.55,-1.2,0.12,685694,Walking
16803,0.46,-0.91,0.09,685734,Walking
16804,0.45,-0.55,0.12,685775,Walking
16805,0.43,-0.35,0.09,685815,Walking
16806,0.47,-0.32,0.06,685856,Walking
16807,0.55,-0.43,0.04,685896,Walking
16808,0.71,-0.71,0.03,685936,Walking
16809,0.83,-0.98,0.03,685977,Walking
16810,0.83,-1.16,0.06,686017,Walking
16811,0.82,-1.3,0.07,686058,Walking
16812,0.83,-1.17,0.12,686098,Walking
16813,0.75,-1.29,0.09,686139,Walking
16814,0.62,-1.42,0.0,686180,Walking
16815,0.48,-1.3,-0.02,686221,Walking
16816,0.32,-0.76,-0.01,686261,Walking
16817,0.32,-0.45,0.03,686302,Walking
16818,0.31,-0.49,0.05,686343,Walking
16819,0.23,-0.71,0.04,686383,Walking
16820,0.16,-1.02,0.01,686424,Walking
16821,0.25,-1.27,0.0,686465,Walking
16822,0.33,-1.11,0.02,686505,Walking
16823,0.41,-1.12,0.04,686545,Walking
16824,0.36,-1.07,0.07,686586,Walking
16825,0.53,-1.12,0.07,686626,Walking
16826,0.54,-1.16,0.06,686667,Walking
16827,0.5,-0.87,0.06,686707,Walking
16828,0.5,-0.47,0.11,686748,Walking
16829,0.51,-0.31,0.11,686788,Walking
16830,0.45,-0.37,0.09,686828,Walking
16831,0.59,-0.52,0.07,686869,Walking
16832,0.71,-0.8,0.07,686909,Walking
16833,0.78,-1.16,0.06,686950,Walking
16834,0.82,-1.21,0.09,686990,Walking
16835,0.85,-1.36,0.15,687031,Walking
16836,0.68,-1.43,0.09,687071,Walking
16837,0.53,-1.57,0.02,687112,Walking
16838,0.54,-1.3,-0.02,687152,Walking
16839,0.43,-0.84,-0.02,687193,Walking
16840,0.33,-0.59,0.01,687234,Walking
16841,0.28,-0.49,0.02,687276,Walking
16842,0.23,-0.75,0.02,687318,Walking
16843,0.24,-0.94,-0.01,687360,Walking
16844,0.3,-1.24,-0.04,687401,Walking
16845,0.33,-1.14,-0.04,687442,Walking
16846,0.5,-1.05,0.04,687483,Walking
16847,0.44,-0.98,0.06,687523,Walking
16848,0.49,-0.93,0.1,687563,Walking
16849,0.56,-1.09,0.1,687604,Walking
16850,0.45,-0.82,0.05,687644,Walking
16851,0.39,-0.49,0.11,687685,Walking
16852,0.42,-0.32,0.12,687725,Walking
16853,0.45,-0.36,0.08,687766,Walking
16854,0.59,-0.57,0.09,687806,Walking
16855,0.7,-0.77,0.08,687847,Walking
16856,0.74,-1.1,0.11,687887,Walking
16857,0.7,-1.3,0.1,687928,Walking
16858,0.73,-1.38,0.09,687968,Walking
16859,0.75,-1.27,0.12,688008,Walking
16860,0.63,-1.25,0.09,688049,Walking
16861,0.55,-1.36,0.04,688089,Walking
16862,0.39,-1.17,-0.02,688130,Walking
16863,0.36,-0.73,0.01,688171,Walking
16864,0.35,-0.5,0.03,688212,Walking
16865,0.29,-0.48,0.02,688253,Walking
16866,0.29,-0.81,0.02,688293,Walking
16867,0.27,-1.1,-0.02,688333,Walking
16868,0.32,-1.29,-0.02,688374,Walking
16869,0.38,-1.14,0.02,688415,Walking
16870,0.41,-1.11,0.04,688456,Walking
16871,0.37,-1.02,0.08,688496,Walking
16872,0.43,-1.2,0.12,688537,Walking
16873,0.37,-1.22,0.08,688577,Walking
16874,0.34,-0.72,0.07,688618,Walking
16875,0.36,-0.34,0.12,688659,Walking
16876,0.32,-0.24,0.11,688699,Walking
16877,0.32,-0.35,0.06,688739,Walking
16878,0.51,-0.66,0.04,688780,Walking
16879,0.67,-1.02,0.03,688820,Walking
16880,0.72,-1.28,0.04,688861,Walking
16881,0.69,-1.28,0.07,688901,Walking
16882,0.74,-1.38,0.1,688942,Walking
16883,0.68,-1.23,0.09,688982,Walking
16884,0.59,-1.45,0.05,689022,Walking
16885,0.43,-1.36,0.02,689062,Walking
16886,0.31,-0.81,0.0,689103,Walking
16887,0.3,-0.46,0.04,689143,Walking
16888,0.27,-0.37,0.06,689184,Walking
16889,0.23,-0.46,0.05,689224,Walking
16890,0.28,-0.87,0.03,689265,Walking
16891,0.35,-1.35,-0.01,689305,Walking
16892,0.34,-1.32,-0.03,689346,Walking
16893,0.48,-1.18,0.07,689387,Walking
16894,0.38,-1.07,0.03,689427,Walking
16895,0.43,-1.0,0.07,689468,Walking
16896,0.41,-1.29,0.07,689508,Walking
16897,0.34,-1.06,0.03,689549,Walking
16898,0.37,-0.62,0.09,689589,Walking
16899,0.37,-0.37,0.09,689630,Walking
16900,0.36,-0.36,0.06,689670,Walking
16901,0.4,-0.53,0.05,689711,Walking
16902,0.52,-0.74,0.04,689751,Walking
16903,0.54,-1.15,0.02,689794,Walking
16904,0.56,-1.27,0.05,689836,Walking
16905,0.64,-1.27,0.08,689876,Walking
16906,0.7,-1.35,0.16,689917,Walking
16907,0.5,-1.34,0.07,689957,Walking
16908,0.45,-1.45,0.01,689997,Walking
16909,0.38,-1.15,-0.02,690038,Walking
16910,0.3,-0.69,0.0,690078,Walking
16911,0.3,-0.45,0.03,690119,Walking
16912,0.3,-0.49,0.04,690159,Walking
16913,0.26,-0.75,0.04,690199,Walking
16914,0.26,-1.16,0.03,690240,Walking
16915,0.29,-1.36,0.03,690280,Walking
16916,0.36,-1.09,0.06,690320,Walking
16917,0.36,-1.14,0.02,690361,Walking
16918,0.37,-0.95,0.05,690401,Walking
16919,0.48,-1.07,0.05,690441,Walking
16920,0.38,-1.11,0.03,690482,Walking
16921,0.35,-0.72,0.05,690522,Walking
16922,0.35,-0.39,0.1,690562,Walking
16923,0.31,-0.32,0.11,690603,Walking
16924,0.34,-0.38,0.09,690644,Walking
16925,0.52,-0.73,0.12,690684,Walking
16926,0.59,-1.16,0.07,690725,Walking
16927,0.61,-1.45,0.09,690766,Walking
16928,0.63,-1.49,0.07,690807,Walking
16929,0.7,-1.48,0.12,690847,Walking
16930,0.54,-1.29,0.07,690888,Walking
16931,0.45,-1.34,0.03,690928,Walking
16932,0.36,-1.09,0.03,690968,Walking
16933,0.29,-0.71,0.04,691009,Walking
16934,0.27,-0.5,0.05,691049,Walking
16935,0.25,-0.48,0.06,691089,Walking
16936,0.25,-0.79,0.04,691130,Walking
16937,0.21,-1.11,0.01,691171,Walking
16938,0.2,-1.39,-0.07,691211,Walking
16939,0.3,-1.1,0.03,691252,Walking
16940,0.41,-1.17,-0.02,691292,Walking
16941,0.36,-1.03,0.07,691333,Walking
16942,0.46,-1.17,0.1,691373,Walking
16943,0.4,-1.17,0.08,691415,Walking
16944,0.35,-0.7,0.08,691456,Walking
16945,0.39,-0.26,0.13,691497,Walking
16946,0.55,-0.21,0.19,691537,Walking
16947,0.48,-0.31,0.18,691578,Walking
16948,0.59,-0.61,0.2,691618,Walking
16949,0.72,-1.0,0.13,691658,Walking
16950,0.68,-1.23,0.06,691699,Walking
16951,0.7,-1.34,0.05,691739,Walking
16952,0.74,-1.5,0.09,691780,Walking
16953,0.6,-1.5,0.02,691820,Walking
16954,0.55,-1.54,0.0,691861,Walking
16955,0.4,-1.22,-0.03,691901,Walking
16956,0.32,-0.68,0.01,691942,Walking
16957,0.32,-0.42,0.06,691982,Walking
16958,0.29,-0.43,0.07,692023,Walking
16959,0.23,-0.63,0.05,692063,Walking
16960,0.28,-0.96,0.04,692104,Walking
16961,0.36,-1.18,0.04,692144,Walking
16962,0.45,-1.05,0.09,692185,Walking
16963,0.53,-1.02,0.1,692225,Walking
16964,0.5,-0.95,0.09,692265,Walking
16965,0.56,-1.13,0.09,692305,Walking
16966,0.5,-1.17,0.04,692346,Walking
16967,0.41,-0.77,0.03,692387,Walking
16968,0.43,-0.42,0.09,692427,Walking
16969,0.46,-0.34,0.15,692468,Walking
16970,0.38,-0.35,0.09,692508,Walking
16971,0.5,-0.62,0.11,692549,Walking
16972,0.67,-0.86,0.1,692589,Walking
16973,0.74,-1.18,0.04,692630,Walking
16974,0.71,-1.25,0.05,692670,Walking
16975,0.79,-1.27,0.06,692711,Walking
16976,0.81,-1.19,0.08,692751,Walking
16977,0.63,-1.39,0.02,692792,Walking
16978,0.46,-1.5,-0.02,692832,Walking
16979,0.38,-0.95,-0.04,692873,Walking
16980,0.32,-0.55,0.02,692914,Walking
16981,0.3,-0.41,0.05,692954,Walking
16982,0.34,-0.69,0.05,692995,Walking
16983,0.27,-0.8,0.02,693035,Walking
16984,0.29,-1.07,0.03,693075,Walking
16985,0.41,-1.18,0.05,693115,Walking
16986,0.46,-0.98,0.11,693156,Walking
16987,0.51,-1.07,0.11,693196,Walking
16988,0.46,-1.02,0.12,693237,Walking
16989,0.52,-1.15,0.11,693277,Walking
16990,0.51,-1.02,0.07,693318,Walking
16991,0.43,-0.59,0.06,693359,Walking
16992,0.39,-0.32,0.08,693400,Walking
16993,0.4,-0.29,0.06,693440,Walking
16994,0.46,-0.45,0.06,693481,Walking
16995,0.61,-0.67,0.07,693521,Walking
16996,0.69,-1.04,0.04,693562,Walking
16997,0.7,-1.22,0.05,693603,Walking
16998,0.75,-1.32,0.06,693643,Walking
16999,0.78,-1.25,0.12,693684,Walking
17000,0.61,-1.18,0.07,693724,Walking
17001,0.62,-1.47,0.08,693765,Walking
17002,0.45,-1.4,0.01,693805,Walking
17003,0.32,-0.82,0.01,693847,Walking
